"","city","date","count","ProbPrecip","PropRain","MaxTemp","MaxTemp_forecast","MaxTemp_mae","MinTemp","MinTemp_forecast","MinTemp_mae","Temp_mae","year","month","long","lat","RainError"
"1","Albany",Jul 2014,125,17.12,20.8,80.944,81.824,1.856,62.048,61.36,2.976,2.416,2014,7,-73.75,42.6667,3.68
"2","Albany",Aug 2014,186,14.489247311828,12.9032258064516,79.258064516129,79.7741935483871,1.98924731182796,59.258064516129,59.8978494623656,3.3494623655914,2.66935483870968,2014,8,-73.75,42.6667,-1.58602150537634
"3","Albany",Sep 2014,180,10.1944444444444,6.66666666666667,74.7,74.0833333333333,3.00555555555556,51.7333333333333,53.0666666666667,4.07777777777778,3.54166666666667,2014,9,-73.75,42.6667,-3.52777777777778
"4","Albany",Oct 2014,186,21.0752688172043,19.3548387096774,62.9032258064516,62.6182795698925,2.81182795698925,45.1290322580645,46,6.05376344086022,4.43279569892473,2014,10,-73.75,42.6667,-1.72043010752688
"5","Albany",Nov 2014,180,17.9444444444444,13.3333333333333,46.5333333333333,44.5833333333333,3.43888888888889,30.0333333333333,31.3166666666667,4.83888888888889,4.13888888888889,2014,11,-73.75,42.6667,-4.61111111111111
"6","Albany",Dec 2014,186,19.3010752688172,25.8064516129032,37.8709677419355,38.4354838709677,3.47849462365591,27.1935483870968,28.3817204301075,5.83333333333333,4.65591397849462,2014,12,-73.75,42.6667,6.50537634408602
"7","Albany",Jan 2015,138,17.5,20.2898550724638,28.8840579710145,27.4130434782609,3.61594202898551,11.4782608695652,14.5,7.71739130434783,5.66666666666667,2015,1,-73.75,42.6667,2.78985507246377
"8","Albany",Feb 2015,168,20.8333333333333,10.7142857142857,22.9642857142857,19.8511904761905,4.10119047619048,2.42857142857143,3.5952380952381,8.48809523809524,6.29464285714286,2015,2,-73.75,42.6667,-10.1190476190476
"9","Albany",Mar 2015,180,18.3611111111111,3.33333333333333,38.8111111111111,38.3388888888889,2.99444444444444,20.5888888888889,22.7277777777778,8.31666666666667,5.65555555555556,2015,3,-73.75,42.6667,-15.0277777777778
"10","Albany",Apr 2015,174,22.7586206896552,16.0919540229885,59.0689655172414,57.4655172413793,4.21264367816092,36.9885057471264,39.0287356321839,5.22413793103448,4.7183908045977,2015,4,-73.75,42.6667,-6.66666666666666
"11","Albany",May 2015,179,15.7821229050279,9.49720670391061,78.3296089385475,76.1061452513967,3.84357541899441,52.7821229050279,54.6368715083799,4.80446927374302,4.32402234636872,2015,5,-73.75,42.6667,-6.28491620111732
