"","city","date","ProbPrecip","PropRain","RainError","long","lat","year","month"
"1","Albany",Jul 2014,16.5714285714286,30.4347826086957,13.8633540372671,-73.75,42.6667,2014,7
"2","Albany",Aug 2014,13.5714285714286,32.258064516129,18.6866359447005,-73.75,42.6667,2014,8
"3","Albany",Sep 2014,9.40476190476191,20,10.5952380952381,-73.75,42.6667,2014,9
"4","Albany",Oct 2014,19.7695852534562,45.1612903225806,25.3917050691244,-73.75,42.6667,2014,10
"5","Albany",Nov 2014,16.7619047619048,36.6666666666667,19.9047619047619,-73.75,42.6667,2014,11
"6","Albany",Dec 2014,17.926267281106,48.3870967741936,30.4608294930876,-73.75,42.6667,2014,12
"7","Albany",Jan 2015,15.4968944099379,33.3333333333333,17.8364389233954,-73.75,42.6667,2015,1
"8","Albany",Feb 2015,18.7244897959184,46.4285714285714,27.7040816326531,-73.75,42.6667,2015,2
"9","Albany",Mar 2015,17.1666666666667,32.258064516129,15.0913978494624,-73.75,42.6667,2015,3
"10","Albany",Apr 2015,22.2167487684729,36.6666666666667,14.4499178981938,-73.75,42.6667,2015,4
"11","Albany",May 2015,15.6009615384615,19.3548387096774,3.75387717121588,-73.75,42.6667,2015,5
"12","Albany",Jun 2015,21.9268292682927,63.3333333333333,41.4065040650407,-73.75,42.6667,2015,6
"13","Albany",Jul 2015,15.3225806451613,25.8064516129032,10.4838709677419,-73.75,42.6667,2015,7
"14","Albany",Aug 2015,13.9861751152074,22.5806451612903,8.59447004608295,-73.75,42.6667,2015,8
"15","Albany",Sep 2015,9.73809523809524,33.3333333333333,23.5952380952381,-73.75,42.6667,2015,9
"16","Albany",Oct 2015,14.1822429906542,32.258064516129,18.0758215254748,-73.75,42.6667,2015,10
"17","Albany",Nov 2015,13.5849056603774,29.4117647058824,15.826859045505,-73.75,42.6667,2015,11
"18","Albany",Dec 2015,18.5064935064935,29.1666666666667,10.6601731601732,-73.75,42.6667,2015,12
"19","Albany",Jan 2016,12.991718447205,18.5185185185185,5.52680007131355,-73.75,42.6667,2016,1
"20","Albany",Feb 2016,20.4506802959184,34.4827586206897,14.0320783247713,-73.75,42.6667,2016,2
"21","Albany",Mar 2016,19.6717170707071,29.0322580645161,9.36054099380906,-73.75,42.6667,2016,3
"22","Albany",Apr 2016,18.3573718269231,30,11.6426281730769,-73.75,42.6667,2016,4
"23","Albany",May 2016,21.6359446866359,32.258064516129,10.6221198294931,-73.75,42.6667,2016,5
"24","Albany",Jun 2016,13.8015872857143,20,6.19841271428571,-73.75,42.6667,2016,6
"25","Albany",Jul 2016,16.4900153917051,45.1612903225806,28.6712749308756,-73.75,42.6667,2016,7
"26","Albany",Aug 2016,16.8564356435644,35.4838709677419,18.6274353241776,-73.75,42.6667,2016,8
"27","Albany",Sep 2016,14.4313725882353,37.5,23.0686274117647,-73.75,42.6667,2016,9
"28","Albany",Oct 2016,16.6205837373272,35.4838709677419,18.8632872304147,-73.75,42.6667,2016,10
"29","Albany",Nov 2016,14.6962233842365,33.3333333333333,18.6371099490969,-73.75,42.6667,2016,11
"30","Albany",Dec 2016,21.6973885714286,45.1612903225806,23.4639017511521,-73.75,42.6667,2016,12
"31","Albany",Jan 2017,19.3622448979592,41.9354838709677,22.5732389730086,-73.75,42.6667,2017,1
"32","Albany",Feb 2017,18.6649659693878,32.1428571428571,13.4778911734694,-73.75,42.6667,2017,2
"33","Albany",Mar 2017,22.8492064142857,41.9354838709677,19.086277456682,-73.75,42.6667,2017,3
"34","Albany",Apr 2017,22.641243,50,27.358757,-73.75,42.6667,2017,4
"35","Albany",May 2017,31.1633108724832,54.8387096774194,23.6753988049361,-73.75,42.6667,2017,5
"36","Albany",Jun 2017,26.4356436138614,46.6666666666667,20.2310230528053,-73.75,42.6667,2017,6
"37","Albany",Jul 2017,22.5555555714286,38.7096774193548,16.1541218479263,-73.75,42.6667,2017,7
"38","Albany",Aug 2017,17.2301586666667,29.0322580645161,11.8020993978495,-73.75,42.6667,2017,8
"39","Albany",Sep 2017,0,0,0,-73.75,42.6667,2017,9
"40","Amarillo",Jul 2014,15.6785714285714,26.0869565217391,10.4083850931677,-101.833,35.1833,2014,7
"41","Amarillo",Aug 2014,10.2534562211982,22.5806451612903,12.3271889400922,-101.833,35.1833,2014,8
"42","Amarillo",Sep 2014,12.0714285714286,30,17.9285714285714,-101.833,35.1833,2014,9
"43","Amarillo",Oct 2014,3.70967741935484,16.1290322580645,12.4193548387097,-101.833,35.1833,2014,10
"44","Amarillo",Nov 2014,2.76190476190476,10,7.23809523809524,-101.833,35.1833,2014,11
"45","Amarillo",Dec 2014,4.65437788018433,16.1290322580645,11.4746543778802,-101.833,35.1833,2014,12
"46","Amarillo",Jan 2015,8.35403726708075,23.3333333333333,14.9792960662526,-101.833,35.1833,2015,1
"47","Amarillo",Feb 2015,7.75510204081633,21.4285714285714,13.6734693877551,-101.833,35.1833,2015,2
"48","Amarillo",Mar 2015,5.66666666666667,16.1290322580645,10.4623655913978,-101.833,35.1833,2015,3
"49","Amarillo",Apr 2015,8.96551724137931,23.3333333333333,14.367816091954,-101.833,35.1833,2015,4
"50","Amarillo",May 2015,20.2777777777778,41.9354838709677,21.65770609319,-101.833,35.1833,2015,5
"51","Amarillo",Jun 2015,11.9117647058824,20,8.08823529411765,-101.833,35.1833,2015,6
"52","Amarillo",Jul 2015,11.0599078341014,41.9354838709677,30.8755760368664,-101.833,35.1833,2015,7
"53","Amarillo",Aug 2015,9.97695852534562,32.258064516129,22.2811059907834,-101.833,35.1833,2015,8
"54","Amarillo",Sep 2015,8.28571428571429,10,1.71428571428571,-101.833,35.1833,2015,9
"55","Amarillo",Oct 2015,13.1308411214953,25.8064516129032,12.6756104914079,-101.833,35.1833,2015,10
"56","Amarillo",Nov 2015,5.86538461538461,11.7647058823529,5.89932126696833,-101.833,35.1833,2015,11
"57","Amarillo",Dec 2015,1.94805194805195,12.5,10.5519480519481,-101.833,35.1833,2015,12
"58","Amarillo",Jan 2016,2.82608691925466,14.8148148148148,11.9887278955602,-101.833,35.1833,2016,1
"59","Amarillo",Feb 2016,1.63265304591837,6.89655172413793,5.26389867821956,-101.833,35.1833,2016,2
"60","Amarillo",Mar 2016,3.50168352020202,9.67741935483871,6.17573583463669,-101.833,35.1833,2016,3
"61","Amarillo",Apr 2016,9.65544870673077,23.3333333333333,13.6778846266026,-101.833,35.1833,2016,4
"62","Amarillo",May 2016,14.3701997235023,32.258064516129,17.8878647926267,-101.833,35.1833,2016,5
"63","Amarillo",Jun 2016,8.98412697142857,23.3333333333333,14.3492063619048,-101.833,35.1833,2016,6
"64","Amarillo",Jul 2016,10.3609831105991,16.1290322580645,5.76804914746544,-101.833,35.1833,2016,7
"65","Amarillo",Aug 2016,15.8910890643564,32.258064516129,16.3669754517726,-101.833,35.1833,2016,8
"66","Amarillo",Sep 2016,9.13725494117647,0,-9.13725494117647,-101.833,35.1833,2016,9
"67","Amarillo",Oct 2016,2.10445467281106,3.2258064516129,1.12135177880184,-101.833,35.1833,2016,10
"68","Amarillo",Nov 2016,5.87027916748768,13.3333333333333,7.46305416584565,-101.833,35.1833,2016,11
"69","Amarillo",Dec 2016,4.10906292165899,16.1290322580645,12.0199693364055,-101.833,35.1833,2016,12
"70","Amarillo",Jan 2017,8.01020408163265,25.8064516129032,17.7962475312706,-101.833,35.1833,2017,1
"71","Amarillo",Feb 2017,3.81802719387755,7.14285714285714,3.32482994897959,-101.833,35.1833,2017,2
"72","Amarillo",Mar 2017,4.01587301904762,16.1290322580645,12.1131592390169,-101.833,35.1833,2017,3
"73","Amarillo",Apr 2017,11.6101694067797,22.7272727272727,11.1171033204931,-101.833,35.1833,2017,4
"74","Amarillo",May 2017,8.19910517449664,12.9032258064516,4.70412063195497,-101.833,35.1833,2017,5
"75","Amarillo",Jun 2017,11.0231022970297,16.6666666666667,5.64356436963696,-101.833,35.1833,2017,6
"76","Amarillo",Jul 2017,11.5793651285714,29.0322580645161,17.4528929359447,-101.833,35.1833,2017,7
"77","Amarillo",Aug 2017,21.349206352381,51.6129032258064,30.2636968734255,-101.833,35.1833,2017,8
"78","Amarillo",Sep 2017,4.28571428571429,0,-4.28571428571429,-101.833,35.1833,2017,9
"79","Anchorage",Jul 2014,13.5714285714286,37.5,23.9285714285714,-149.9,61.2167,2014,7
"80","Anchorage",Aug 2014,13.1566820276498,48.3870967741936,35.2304147465438,-149.9,61.2167,2014,8
"81","Anchorage",Sep 2014,13.6428571428571,50,36.3571428571429,-149.9,61.2167,2014,9
"82","Anchorage",Oct 2014,6.95852534562212,19.3548387096774,12.3963133640553,-149.9,61.2167,2014,10
"83","Anchorage",Nov 2014,7.35714285714286,6.66666666666667,-0.69047619047619,-149.9,61.2167,2014,11
"84","Anchorage",Dec 2014,12.4423963133641,22.5806451612903,10.1382488479263,-149.9,61.2167,2014,12
"85","Anchorage",Jan 2015,6.95652173913043,16.6666666666667,9.71014492753623,-149.9,61.2167,2015,1
"86","Anchorage",Feb 2015,8.18877551020408,14.2857142857143,6.0969387755102,-149.9,61.2167,2015,2
"87","Anchorage",Mar 2015,8.28571428571429,9.67741935483871,1.39170506912442,-149.9,61.2167,2015,3
"88","Anchorage",Apr 2015,10.3571428571429,10,-0.357142857142858,-149.9,61.2167,2015,4
"89","Anchorage",May 2015,5.18518518518519,3.2258064516129,-1.95937873357228,-149.9,61.2167,2015,5
"90","Anchorage",Jun 2015,10.2205882352941,40,29.7794117647059,-149.9,61.2167,2015,6
"91","Anchorage",Jul 2015,13.778801843318,61.2903225806452,47.5115207373272,-149.9,61.2167,2015,7
"92","Anchorage",Aug 2015,8.73271889400922,32.258064516129,23.5253456221198,-149.9,61.2167,2015,8
"93","Anchorage",Sep 2015,19.5714285714286,63.3333333333333,43.7619047619048,-149.9,61.2167,2015,9
"94","Anchorage",Oct 2015,13.714953271028,45.1612903225806,31.4463370515526,-149.9,61.2167,2015,10
"95","Anchorage",Nov 2015,2.78846153846154,0,-2.78846153846154,-149.9,61.2167,2015,11
"96","Anchorage",Dec 2015,11.9480519480519,4.16666666666667,-7.78138528138528,-149.9,61.2167,2015,12
"97","Anchorage",Jan 2016,8.17805383229814,11.1111111111111,2.93305727881297,-149.9,61.2167,2016,1
"98","Anchorage",Feb 2016,7.94217676020408,3.44827586206897,-4.49390089813512,-149.9,61.2167,2016,2
"99","Anchorage",Mar 2016,8.29842921989529,22.5806451612903,14.282215941395,-149.9,61.2167,2016,3
"100","Anchorage",Apr 2016,2.75290209950249,16.6666666666667,13.9137645671642,-149.9,61.2167,2016,4
"101","Anchorage",May 2016,5.98310290322581,25.8064516129032,19.8233487096774,-149.9,61.2167,2016,5
"102","Anchorage",Jun 2016,8.08730157619048,33.3333333333333,25.2460317571429,-149.9,61.2167,2016,6
"103","Anchorage",Jul 2016,13.2258064285714,45.1612903225806,31.9354838940092,-149.9,61.2167,2016,7
"104","Anchorage",Aug 2016,17.1864686485149,67.741935483871,50.5554668353561,-149.9,61.2167,2016,8
"105","Anchorage",Sep 2016,13.7058823529412,43.75,30.0441176470588,-149.9,61.2167,2016,9
"106","Anchorage",Oct 2016,2.68817210599078,19.3548387096774,16.6666666036866,-149.9,61.2167,2016,10
"107","Anchorage",Nov 2016,7.76683087192118,6.66666666666667,-1.10016420525452,-149.9,61.2167,2016,11
"108","Anchorage",Dec 2016,8.7788018156682,19.3548387096774,10.5760368940092,-149.9,61.2167,2016,12
"109","Anchorage",Jan 2017,8.8095237755102,16.1290322580645,7.31950848255431,-149.9,61.2167,2017,1
"110","Anchorage",Feb 2017,11.4625849846939,7.14285714285714,-4.31972784183673,-149.9,61.2167,2017,2
"111","Anchorage",Mar 2017,1.81746028571429,3.2258064516129,1.40834616589862,-149.9,61.2167,2017,3
"112","Anchorage",Apr 2017,1.97740111016949,0,-1.97740111016949,-149.9,61.2167,2017,4
"113","Anchorage",May 2017,9.14988812080537,22.5806451612903,13.430757040485,-149.9,61.2167,2017,5
"114","Anchorage",Jun 2017,7.4587458019802,10,2.5412541980198,-149.9,61.2167,2017,6
"115","Anchorage",Jul 2017,7.57142855714286,35.4838709677419,27.9124424105991,-149.9,61.2167,2017,7
"116","Anchorage",Aug 2017,16.1825396380952,61.2903225806452,45.1077829425499,-149.9,61.2167,2017,8
"117","Anchorage",Sep 2017,19.52381,100,80.47619,-149.9,61.2167,2017,9
"118","Atlanta",Jul 2014,26.3928571428571,43.4782608695652,17.0854037267081,-84.3833,33.75,2014,7
"119","Atlanta",Aug 2014,23.3640552995392,35.4838709677419,12.1198156682028,-84.3833,33.75,2014,8
"120","Atlanta",Sep 2014,21.6190476190476,33.3333333333333,11.7142857142857,-84.3833,33.75,2014,9
"121","Atlanta",Oct 2014,9.53917050691244,19.3548387096774,9.81566820276498,-84.3833,33.75,2014,10
"122","Atlanta",Nov 2014,11.047619047619,13.3333333333333,2.28571428571429,-84.3833,33.75,2014,11
"123","Atlanta",Dec 2014,17.0046082949309,35.4838709677419,18.4792626728111,-84.3833,33.75,2014,12
"124","Atlanta",Jan 2015,14.6273291925466,40,25.3726708074534,-84.3833,33.75,2015,1
"125","Atlanta",Feb 2015,16.6326530612245,35.7142857142857,19.0816326530612,-84.3833,33.75,2015,2
"126","Atlanta",Mar 2015,27.047619047619,54.8387096774194,27.7910906298003,-84.3833,33.75,2015,3
"127","Atlanta",Apr 2015,32.3399014778325,53.3333333333333,20.9934318555008,-84.3833,33.75,2015,4
"128","Atlanta",May 2015,18.5581395348837,22.5806451612903,4.0225056264066,-84.3833,33.75,2015,5
"129","Atlanta",Jun 2015,27.5365853658537,40,12.4634146341463,-84.3833,33.75,2015,6
"130","Atlanta",Jul 2015,27.6728110599078,48.3870967741936,20.7142857142857,-84.3833,33.75,2015,7
"131","Atlanta",Aug 2015,21.2442396313364,32.258064516129,11.0138248847926,-84.3833,33.75,2015,8
"132","Atlanta",Sep 2015,22.4047619047619,40,17.5952380952381,-84.3833,33.75,2015,9
"133","Atlanta",Oct 2015,13.3644859813084,38.7096774193548,25.3451914380464,-84.3833,33.75,2015,10
"134","Atlanta",Nov 2015,18.5576923076923,29.4117647058824,10.85407239819,-84.3833,33.75,2015,11
"135","Atlanta",Dec 2015,23.1818181818182,37.5,14.3181818181818,-84.3833,33.75,2015,12
"136","Atlanta",Jan 2016,16.6459627142857,37.037037037037,20.3910743227513,-84.3833,33.75,2016,1
"137","Atlanta",Feb 2016,17.1258503061224,31.0344827586207,13.9086324524982,-84.3833,33.75,2016,2
"138","Atlanta",Mar 2016,19.1077441414141,25.8064516129032,6.69870747148908,-84.3833,33.75,2016,3
"139","Atlanta",Apr 2016,14.7275641201923,26.6666666666667,11.9391025464744,-84.3833,33.75,2016,4
"140","Atlanta",May 2016,17.726574516129,22.5806451612903,4.85407064516129,-84.3833,33.75,2016,5
"141","Atlanta",Jun 2016,18.8888889047619,26.6666666666667,7.77777776190476,-84.3833,33.75,2016,6
"142","Atlanta",Jul 2016,26.705069124424,29.0322580645161,2.32718894009217,-84.3833,33.75,2016,7
"143","Atlanta",Aug 2016,30.6683169306931,38.7096774193548,8.04136048866177,-84.3833,33.75,2016,8
"144","Atlanta",Sep 2016,8.56862752941177,18.75,10.1813724705882,-84.3833,33.75,2016,9
"145","Atlanta",Oct 2016,2.57296465437788,6.45161290322581,3.87864824884793,-84.3833,33.75,2016,10
"146","Atlanta",Nov 2016,6.96223313793103,6.66666666666667,-0.295566471264368,-84.3833,33.75,2016,11
"147","Atlanta",Dec 2016,23.5176651152074,29.0322580645161,5.51459294930876,-84.3833,33.75,2016,12
"148","Atlanta",Jan 2017,22.4064625510204,29.0322580645161,6.62579551349572,-84.3833,33.75,2017,1
